"cell","samples","orig.ident","lineage","ExclusionScore"
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F03_S63_comb","Mel79","cy79","Malignant",0.700614832031309
"cy79_p5_CD45_neg_PDL1_neg_H07_S859_comb","Mel79","cy79","Malignant",0.873802385079096
"cy79_p5_CD45_pos_PD1_pos_E02_S626_comb","Mel79","cy79","Malignant",0.744696956357103
"cy80_CD45_neg_A03_S867_comb","Mel80","cy80","Malignant",0.504485566493689
"Cy81_FNA_CD45_B10_S310_comb","Mel81","Cy81","CAF",0.0626290033823405
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H07_S187_comb","Mel79","cy79","Malignant",0.514324373934482
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B07_S115_comb","Mel79","cy79","Malignant",0.712118962188765
"cy79_p5_CD45_neg_PDL1_neg_G09_S849_comb","Mel79","cy79","Malignant",0.867123281267606
"cy79_p5_CD45_neg_PDL1_neg_C09_S801_comb","Mel79","cy79","Malignant",0.70718655333387
"CY88_5_E02_S722_comb","Mel88","CY88","Malignant",0.658136821916977
"cy80_CD45_neg_H09_S957_comb","Mel80","cy80","Malignant",0.616245375405357
"cy53_1_CD45_neg_E12_S348_comb","Mel53","cy53","Myeloid",0.0767521193190248
"cy80_CD45_neg_H02_S950_comb","Mel80","cy80","Malignant",0.265706328676451
"cy78_CD45_neg_2_C05_S605_comb","Mel78","cy78","Malignant",0.498662389550431
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G04_S172_comb","Mel79","cy79","Malignant",0.685593716329122
"cy79_p5_CD45_neg_PDL1_neg_G03_S843_comb","Mel79","cy79","Malignant",0.619349467235714
"cy78_CD45_neg_1_G04_S556_comb","Mel78","cy78","Malignant",0.578435769684422
"cy53_1_CD45_neg_H12_S384_comb","Mel53","cy53","CAF",0.0065700539408956
"cy78_CD45_neg_1_D05_S521_comb","Mel78","cy78","Malignant",0.699037663997917
"Cy71_CD45_H10_S574_comb","Mel71","Cy71","Malignant",0.360831725231441
"cy79_p4_CD45_neg_PDL1_pos_D12_S432_comb","Mel79","cy79","Malignant",0.740653134143467
"cy81_Bulk_CD45_neg_C08_S128_comb","Mel81","cy81","CAF",-0.00573668931245724
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G07_S79_comb","Mel79","cy79","Malignant",0.722207432256633
"cy79_p4_CD45_neg_PDL1_pos_A08_S392_comb","Mel79","cy79","Malignant",0.668437291925939
"cy78_CD45_neg_1_C10_S514_comb","Mel78","cy78","Malignant",0.823105042569915
"cy78_CD45_neg_3_D09_S717_comb","Mel78","cy78","Malignant",0.382763992005312
"Cy81_Bulk_CD45_C06_S126_comb","Mel81","Cy81","CAF",-0.010343740446243
"cy82_CD45_pos_2_E07_S535_comb","Mel82","cy82","CAF",0.0507992128381853
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G12_S180_comb","Mel79","cy79","Malignant",0.337687715787485
"Cy81_FNA_CD45_H10_S382_comb","Mel81","Cy81","CAF",0.0461873232712365
"Cy80_II_CD45_B02_S878_comb","Mel80","Cy80","Malignant",0.751957443545669
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B10_S310_comb","Mel79","cy79","Malignant",0.741382069961477
"cy80_CD45_neg_E01_S913_comb","Mel80","cy80","Malignant",0.288213839650294
"Cy81_FNA_CD45_B11_S311_comb","Mel81","Cy81","CAF",0.133604210645255
"cy81_Bulk_CD45_neg_C04_S124_comb","Mel81","cy81","CAF",0.133378863104208
"CY88_3_G07_S655_comb","Mel88","CY88","Malignant",0.623258017349768
"Cy81_Bulk_CD45_B12_S120_comb","Mel81","Cy81","CAF",0.101965035385228
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G03_S75_comb","Mel79","cy79","Malignant",0.66941586894044
"cy79_p4_CD45_neg_PDL1_pos_F11_S455_comb","Mel79","cy79","Malignant",0.780577145212719
"cy78_CD45_neg_3_B08_S692_comb","Mel78","cy78","Malignant",0.547984611351208
"cy78_CD45_neg_3_C09_S705_comb","Mel78","cy78","Malignant",0.831320109555767
"cy82_CD45_pos_1_H05_S569_comb","Mel82","cy82","CAF",0.159372237593527
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G09_S81_comb","Mel79","cy79","Malignant",0.80660860025319
"CY88_5_F11_S743_comb","Mel88","CY88","Malignant",0.688869107019196
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B04_S112_comb","Mel79","cy79","Malignant",0.540454525756768
"cy80_CD45_neg_H03_S951_comb","Mel80","cy80","Malignant",0.685550305039201
"cy78_CD45_neg_1_H02_S566_comb","Mel78","cy78","Malignant",0.890486219537282
"CY88_5_C09_S705_comb","Mel88","CY88","Malignant",0.719053976944846
"cy79_p3_CD45_neg_PDL1_neg_F07_S259_comb","Mel79","cy79","Malignant",0.659754853704056
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_C10_S34_comb","Mel79","cy79","Malignant",0.648391566472591
"cy81_Bulk_CD45_neg_B03_S111_comb","Mel81","cy81","CAF",0.243208290801912
"cy81_Bulk_CD45_neg_E08_S152_comb","Mel81","cy81","CAF",0.204187685084386
"cy84_Primary_CD45_neg_G07_S1039_comb","Mel84","cy84","Malignant",0.808587208681254
"cy79_p4_CD45_neg_PDL1_neg_D06_S1098_comb","Mel79","cy79","Malignant",0.807645863771109
"cy79_p4_CD45_neg_PDL1_neg_B09_S1077_comb","Mel79","cy79","Malignant",0.591637809527839
"cy53_1_CD45_neg_D06_S330_comb","Mel53","cy53","Malignant",0.157793466310938
"Cy71_CD45_A10_S490_comb","Mel71","Cy71","Malignant",0.528446962694239
"cy79_p4_CD45_neg_PDL1_pos_B10_S406_comb","Mel79","cy79","Malignant",0.870512298272894
"Cy80_II_CD45_F12_S936_comb","Mel80","Cy80","Malignant",0.502043002084075
"cy80_CD45_neg_D10_S910_comb","Mel80","cy80","Malignant",0.406240922409763
"Cy81_Bulk_CD45_B01_S109_comb","Mel81","Cy81","Endothelial",-0.00824989380704266
"Cy80_II_CD45_B06_S882_comb","Mel80","Cy80","Malignant",0.539980612703068
"cy79_p5_CD45_neg_PDL1_pos_F02_S734_comb","Mel79","cy79","Malignant",0.656547453377258
"cy79_p5_CD45_neg_PDL1_neg_G07_S847_comb","Mel79","cy79","Malignant",0.605761545878876
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E11_S59_comb","Mel79","cy79","Malignant",0.611079981504703
"Cy71_CD45_F10_S550_comb","Mel71","Cy71","Malignant",0.225174576028534
"cy84_Primary_CD45_neg_A03_S963_comb","Mel84","cy84","Malignant",0.584978546902499
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C07_S127_comb","Mel79","cy79","Malignant",0.724606725498526
"Cy71_CD45_D09_S525_comb","Mel71","Cy71","Malignant",0.736667367198746
"cy79_p4_CD45_neg_PDL1_neg_H03_S1143_comb","Mel79","cy79","Malignant",0.734851329689476
"cy79_p4_CD45_neg_PDL1_neg_H10_S1150_comb","Mel79","cy79","Malignant",0.835903281600505
"CY89CORE11_F03_S159_comb","Mel89","CY89CORE11","Malignant",0.648431891433283
"CY89FNAQ2_B10_S406_comb","Mel89","CY89FNAQ2","Malignant",0.519330007050423
"cy79_p4_CD45_neg_PDL1_pos_D02_S422_comb","Mel79","cy79","Malignant",0.633398289535163
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D10_S46_comb","Mel79","cy79","Malignant",0.846204629222952
"Cy80_II_CD45_F07_S931_comb","Mel80","Cy80","Malignant",0.790319771710455
"cy79_p4_CD45_neg_PDL1_pos_A11_S395_comb","Mel79","cy79","Malignant",0.842888252553265
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G06_S78_comb","Mel79","cy79","Malignant",0.683732926979805
"CY88_5_B03_S687_comb","Mel88","CY88","Malignant",0.573402337131932
"Cy71_CD45_E10_S538_comb","Mel71","Cy71","Malignant",0.580123068970707
"cy84_Primary_CD45_neg_E12_S1020_comb","Mel84","cy84","Malignant",0.755992051149207
"CY89NEG_A03_S3_comb","Mel89","CY89NEG","Malignant",0.702152218968252
"cy79_p4_CD45_neg_PDL1_neg_G07_S1135_comb","Mel79","cy79","Malignant",0.511505736146042
"cy78_CD45_neg_1_F05_S545_comb","Mel78","cy78","Malignant",0.659695588977876
"CY88_5_B07_S691_comb","Mel88","CY88","Malignant",0.525091112859129
"cy82_CD45_pos_2_F11_S551_comb","Mel82","cy82","CAF",0.114342042397312
"cy79_p4_CD45_neg_PDL1_pos_C10_S418_comb","Mel79","cy79","Malignant",0.664465301704885
"cy79_p4_CD45_neg_PDL1_pos_E02_S434_comb","Mel79","cy79","Malignant",0.78672413489389
"CY88_5_B01_S685_comb","Mel88","CY88","Malignant",0.568006771371321
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H02_S374_comb","Mel79","cy79","Malignant",0.799471922184006
"cy79_p4_CD45_neg_PDL1_pos_F09_S453_comb","Mel79","cy79","Malignant",0.847281562692297
"CY89FNAQ2_C01_S409_comb","Mel89","CY89FNAQ2","Malignant",0.670349278113992
"Cy80_II_CD45_B12_S888_comb","Mel80","Cy80","Malignant",0.62791697796493
"cy80_CD45_neg_D09_S909_comb","Mel80","cy80","Malignant",0.457585686811115
"CY89CORE11_G08_S176_comb","Mel89","CY89CORE11","Malignant",0.743395957802848
"CY88_3_E10_S634_comb","Mel88","CY88","Malignant",0.633097132475598
"cy79_p4_CD45_neg_PDL1_neg_C11_S1091_comb","Mel79","cy79","Malignant",0.842027084975032
"Cy80_II_CD45_A09_S873_comb","Mel80","Cy80","Malignant",0.638384221193596
"cy79_p5_CD45_neg_PDL1_pos_B04_S688_comb","Mel79","cy79","Malignant",0.627538221606611
"cy81_Bulk_CD45_neg_F05_S161_comb","Mel81","cy81","CAF",-0.0891834204479977
"cy79_p5_CD45_neg_PDL1_pos_E06_S726_comb","Mel79","cy79","Malignant",0.500748091017636
"cy81_FNA_CD45_neg_G03_S1035_comb","Mel81","cy81","CAF",0.121396699792892
"cy82_CD45_neg_1_D05_S233_comb","Mel82","cy82","Endothelial",0.175594313000536
"cy79_p5_CD45_neg_PDL1_neg_F11_S839_comb","Mel79","cy79","CAF",0.431748729511976
"cy79_p5_CD45_neg_PDL1_neg_F02_S830_comb","Mel79","cy79","CAF",0.332468488679663
"cy81_FNA_CD45_neg_G09_S1041_comb","Mel81","cy81","CAF",0.00269467387122702
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B09_S117_comb","Mel79","cy79","Malignant",0.709488172350975
"CY89NEG_A02_S2_comb","Mel89","CY89NEG","Malignant",0.541812461773132
"cy78_CD45_neg_3_F12_S744_comb","Mel78","cy78","Malignant",0.751017154779827
"cy79_p4_CD45_neg_PDL1_pos_G03_S459_comb","Mel79","cy79","Malignant",0.892143974297003
"Cy80_II_CD45_F11_S935_comb","Mel80","Cy80","Malignant",0.692936803124156
"CY89NEG_E02_S50_comb","Mel89","CY89NEG","Malignant",0.78297369078401
"cy79_p3_CD45_neg_PDL1_neg_A11_S203_comb","Mel79","cy79","Malignant",0.776867596417688
"CY89CORE11_F07_S163_comb","Mel89","CY89CORE11","Malignant",0.363143930899762
"cy78_CD45_neg_3_A05_S677_comb","Mel78","cy78","Malignant",0.606170104841129
"CY89CORE11_A09_S105_comb","Mel89","CY89CORE11","Malignant",0.605554158328618
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H09_S189_comb","Mel79","cy79","Malignant",0.624339078559782
"cy78_CD45_neg_1_D09_S525_comb","Mel78","cy78","Malignant",0.762736755329807
"cy79_p5_CD45_neg_PDL1_neg_A12_S780_comb","Mel79","cy79","Malignant",0.753366763100182
"cy78_CD45_neg_1_D12_S528_comb","Mel78","cy78","Malignant",0.779435951403228
"cy79_p4_CD45_neg_PDL1_neg_A08_S1064_comb","Mel79","cy79","Malignant",0.883057866905664
"cy80_CD45_neg_D11_S911_comb","Mel80","cy80","Malignant",0.574348426887414
"Cy81_Bulk_CD45_E03_S147_comb","Mel81","Cy81","CAF",0.0390123914080617
"CY89NEG_D12_S48_comb","Mel89","CY89NEG","Malignant",0.73662318036308
"cy82_CD45_neg_2_H12_S288_comb","Mel82","cy82","CAF",0.156632957223313
"CY89A_CD45_POS_10_A07_S199_comb","Mel89","CY89A","NK",-0.302697321304775
"cy79_p4_CD45_neg_PDL1_neg_E01_S1105_comb","Mel79","cy79","Malignant",0.814238447052132
"cy82_CD45_neg_3_D09_S813_comb","Mel82","cy82","Endothelial",0.0386606604770608
"cy79_p4_CD45_neg_PDL1_neg_B03_S1071_comb","Mel79","cy79","Malignant",0.744342730708865
"CY88_5_C08_S704_comb","Mel88","CY88","Malignant",0.558054233329628
"cy78_CD45_neg_3_C01_S697_comb","Mel78","cy78","Malignant",0.841493372469759
"cy79_p5_CD45_neg_PDL1_neg_A11_S779_comb","Mel79","cy79","Malignant",0.80877823324207
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B06_S306_comb","Mel79","cy79","Malignant",0.768126512275089
"CY89CORE11_C08_S128_comb","Mel89","CY89CORE11","Malignant",0.654343287951554
"cy79_p4_CD45_neg_PDL1_neg_D04_S1096_comb","Mel79","cy79","Malignant",0.750234796069265
"cy80_CD45_neg_E06_S918_comb","Mel80","cy80","Malignant",0.555443276325947
"Cy80_II_CD45_D04_S904_comb","Mel80","Cy80","Malignant",0.615226189834596
"CY89CORE11_D11_S143_comb","Mel89","CY89CORE11","Malignant",0.688127798634343
"cy79_p5_CD45_neg_PDL1_pos_H03_S759_comb","Mel79","cy79","Malignant",0.657921747168437
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C05_S317_comb","Mel79","cy79","Malignant",0.771228147000423
"cy79_p5_CD45_neg_PDL1_neg_A07_S775_comb","Mel79","cy79","Malignant",0.694902233059927
"cy79_p4_CD45_neg_PDL1_pos_C05_S413_comb","Mel79","cy79","Malignant",0.43587964264181
"cy79_p4_CD45_neg_PDL1_pos_D08_S428_comb","Mel79","cy79","Malignant",0.702962634849372
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D07_S331_comb","Mel79","cy79","Malignant",0.71792356708009
"cy79_p5_CD45_neg_PDL1_pos_H11_S767_comb","Mel79","cy79","Malignant",0.654095775334594
"cy80_CD45_neg_B04_S880_comb","Mel80","cy80","Malignant",0.514520794359394
"Cy71_CD45_B12_S504_comb","Mel71","Cy71","Malignant",0.384706488479906
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A10_S106_comb","Mel79","cy79","Malignant",0.649808013614138
"cy79_p4_CD45_neg_PDL1_neg_B10_S1078_comb","Mel79","cy79","Malignant",0.579745077019716
"cy78_CD45_neg_3_A12_S684_comb","Mel78","cy78","Malignant",0.588319192490925
"CY88_5_F05_S737_comb","Mel88","CY88","Malignant",0.546981646131096
"CY88_5_C05_S701_comb","Mel88","CY88","Malignant",0.519983383773443
"cy53_1_CD45_neg_B07_S307_comb","Mel53","cy53","CAF",0.0978663841382431
"CY88_3_G11_S659_comb","Mel88","CY88","Malignant",0.35881024638343
"Cy81_Bulk_CD45_A11_S107_comb","Mel81","Cy81","CAF",0.0252429727554353
"cy79_p3_CD45_neg_PDL1_neg_B03_S207_comb","Mel79","cy79","Malignant",0.840697996051434
"CY89CORE11_H06_S186_comb","Mel89","CY89CORE11","Malignant",0.744691483121657
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G08_S80_comb","Mel79","cy79","Malignant",0.539929864060218
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E04_S52_comb","Mel79","cy79","Malignant",0.671153847326696
"CY89FNAQ2_F12_S456_comb","Mel89","CY89FNAQ2","Malignant",0.740952093328707
"cy81_FNA_CD45_neg_F12_S1032_comb","Mel81","cy81","CAF",0.104211114448941
"cy79_p4_CD45_neg_PDL1_neg_F02_S1118_comb","Mel79","cy79","Malignant",0.796976791815285
"cy78_CD45_neg_2_A12_S588_comb","Mel78","cy78","Malignant",0.672374391312689
"Cy71_CD45_E02_S530_comb","Mel71","Cy71","Malignant",0.599045552619947
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E11_S347_comb","Mel79","cy79","Malignant",0.677537862202066
"Cy71_CD45_B03_S495_comb","Mel71","Cy71","Malignant",0.532817275181613
"Cy81_FNA_CD45_C08_S320_comb","Mel81","Cy81","Endothelial",0.142263379388469
"CY88_3_D03_S615_comb","Mel88","CY88","Malignant",0.268278988012081
"cy79_p5_CD45_neg_PDL1_pos_G03_S747_comb","Mel79","cy79","Malignant",0.518101676692655
"CY89NEG_F04_S64_comb","Mel89","CY89NEG","Malignant",0.750860331812511
"Cy81_Bulk_CD45_C05_S125_comb","Mel81","Cy81","Endothelial",-0.0269268458154506
"cy79_p4_CD45_neg_PDL1_pos_A12_S396_comb","Mel79","cy79","Malignant",0.743182950123785
"cy79_p5_CD45_neg_PDL1_pos_H10_S766_comb","Mel79","cy79","Malignant",0.705939198853966
"cy80_CD45_neg_D01_S901_comb","Mel80","cy80","Malignant",0.576218219270374
"CY89NEG_D05_S41_comb","Mel89","CY89NEG","Malignant",0.709782455746471
"cy80_CD45_neg_C02_S890_comb","Mel80","cy80","Malignant",0.47647145634164
"CY88_3_D09_S621_comb","Mel88","CY88","Malignant",0.511887664361024
"cy78_CD45_neg_1_D01_S517_comb","Mel78","cy78","Malignant",0.777302851673869
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_B04_S16_comb","Mel79","cy79","Malignant",0.643655861967279
"cy78_CD45_neg_3_B01_S685_comb","Mel78","cy78","Malignant",0.802773468085592
"cy80_CD45_neg_E10_S922_comb","Mel80","cy80","Malignant",0.605375743699841
"cy79_p4_CD45_neg_PDL1_neg_H04_S1144_comb","Mel79","cy79","Malignant",0.780380447726955
"cy79_p4_CD45_neg_PDL1_neg_C02_S1082_comb","Mel79","cy79","Malignant",0.806881661980021
"cy78_CD45_neg_1_B11_S503_comb","Mel78","cy78","Malignant",0.636893167369109
"CY88_3_A07_S583_comb","Mel88","CY88","Malignant",0.682626822723585
"cy79_p4_CD45_neg_PDL1_pos_C11_S419_comb","Mel79","cy79","Malignant",0.628934446704861
"CY88_5_C02_S698_comb","Mel88","CY88","Malignant",0.287092594618844
"cy79_p4_CD45_neg_PDL1_neg_G03_S1131_comb","Mel79","cy79","Malignant",0.855956766783463
"cy78_CD45_neg_2_B10_S598_comb","Mel78","cy78","Malignant",0.665656638881423
"Cy71_CD45_F01_S541_comb","Mel71","Cy71","Malignant",0.606850799296249
"cy79_p4_CD45_neg_PDL1_neg_F07_S1123_comb","Mel79","cy79","Malignant",0.608253026520008
"cy79_p4_CD45_neg_PDL1_neg_C09_S1089_comb","Mel79","cy79","Malignant",0.671020767017946
"cy79_p5_CD45_neg_PDL1_neg_D10_S814_comb","Mel79","cy79","Malignant",0.831306318832582
"CY89NEG_F08_S68_comb","Mel89","CY89NEG","Malignant",0.653643776473047
"CY89CORE11_D05_S137_comb","Mel89","CY89CORE11","Malignant",0.609149586332774
"cy78_CD45_neg_1_B06_S498_comb","Mel78","cy78","Malignant",0.633241602705421
"CY88_3_A02_S578_comb","Mel88","CY88","Malignant",0.449305843065051
"cy81_Bulk_CD45_neg_G04_S172_comb","Mel81","cy81","CAF",-0.0456969520036247
"Cy81_Bulk_CD45_B04_S112_comb","Mel81","Cy81","CAF",-0.0390231129823093
"cy79_p5_CD45_neg_PDL1_neg_F08_S836_comb","Mel79","cy79","Malignant",0.627563771146216
"cy79_p3_CD45_neg_PDL1_neg_E01_S241_comb","Mel79","cy79","Malignant",0.771167138181137
"CY89CORE11_A03_S99_comb","Mel89","CY89CORE11","Malignant",0.694843911507212
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D08_S332_comb","Mel79","cy79","Malignant",0.584937222066361
"cy78_CD45_neg_1_H03_S567_comb","Mel78","cy78","Malignant",0.768848803744239
"cy79_p4_CD45_neg_PDL1_neg_D11_S1103_comb","Mel79","cy79","Malignant",0.664096339619762
"Cy71_CD45_G05_S557_comb","Mel71","Cy71","Malignant",0.2197369595188
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F03_S351_comb","Mel79","cy79","Malignant",0.815544219499771
"cy79_p3_CD45_neg_PDL1_neg_C10_S226_comb","Mel79","cy79","Malignant",0.779639783690577
"CY89NEG_A07_S7_comb","Mel89","CY89NEG","Malignant",0.725056830721127
"cy79_p4_CD45_neg_PDL1_neg_F09_S1125_comb","Mel79","cy79","Malignant",0.394240129226059
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C05_S125_comb","Mel79","cy79","Malignant",0.793608626862825
"cy78_CD45_neg_3_E07_S727_comb","Mel78","cy78","Malignant",0.695785123102677
"cy79_p5_CD45_neg_PDL1_pos_G07_S751_comb","Mel79","cy79","Malignant",0.583259833184554
"cy79_p3_CD45_neg_PDL1_neg_C09_S225_comb","Mel79","cy79","Malignant",0.208111013836671
"cy78_CD45_neg_1_G12_S564_comb","Mel78","cy78","Malignant",0.851231434378006
"cy84_Primary_CD45_neg_E05_S1013_comb","Mel84","cy84","Malignant",0.687904558986135
"cy81_Bulk_CD45_neg_G07_S175_comb","Mel81","cy81","CAF",0.0146181073545565
"cy79_p3_CD45_neg_PDL1_neg_B09_S213_comb","Mel79","cy79","Malignant",0.782383409312221
"cy78_CD45_neg_3_H02_S758_comb","Mel78","cy78","Malignant",0.887760754639425
"cy78_CD45_neg_3_F09_S741_comb","Mel78","cy78","Malignant",0.892308669132054
"cy79_p3_CD45_neg_PDL1_neg_H02_S278_comb","Mel79","cy79","Malignant",0.56876932661964
"cy79_p5_CD45_neg_PDL1_pos_G04_S748_comb","Mel79","cy79","Malignant",0.765238196836832
"cy79_p4_CD45_neg_PDL1_pos_B06_S402_comb","Mel79","cy79","Malignant",0.542864784254133
"cy79_p3_CD45_neg_PDL1_neg_C02_S218_comb","Mel79","cy79","Malignant",0.831786827624383
"Cy81_FNA_CD45_F03_S351_comb","Mel81","Cy81","CAF",0.174351660994958
"CY89FNAQ2_G05_S461_comb","Mel89","CY89FNAQ2","Malignant",0.499310815574158
"cy79_p5_CD45_neg_PDL1_pos_F05_S737_comb","Mel79","cy79","Malignant",0.71344383204058
"cy60_1_cd_45_neg_3_F09_S549_comb","Mel60","cy60","Malignant",0.515478950592946
"CY88_3_B08_S596_comb","Mel88","CY88","Malignant",0.62617460554025
"cy79_p4_CD45_neg_PDL1_neg_A11_S1067_comb","Mel79","cy79","Malignant",0.892685930764499
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E05_S53_comb","Mel79","cy79","Malignant",0.752974462804046
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_E01_S145_comb","Mel79","cy79","Malignant",0.875742313945949
"CY89NEG_B01_S13_comb","Mel89","CY89NEG","Malignant",0.360715427440097
"cy79_p4_CD45_neg_PDL1_neg_G06_S1134_comb","Mel79","cy79","Malignant",0.869461930836603
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A11_S11_comb","Mel79","cy79","Malignant",0.660253737339841
"CY88_3_G03_S651_comb","Mel88","CY88","Malignant",0.760974612927766
"CY89FNAQ2_C06_S414_comb","Mel89","CY89FNAQ2","Malignant",0.380691948321058
"Cy81_Bulk_CD45_B05_S113_comb","Mel81","Cy81","CAF",0.130280341932257
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G05_S77_comb","Mel79","cy79","Malignant",0.669782241427753
"CY88_3_H08_S668_comb","Mel88","CY88","Malignant",0.725605008935363
"Cy71_CD45_F07_S547_comb","Mel71","Cy71","Malignant",0.518694768315326
"cy80_CD45_neg_C03_S891_comb","Mel80","cy80","Malignant",0.678352475248081
"CY89CORE11_B08_S116_comb","Mel89","CY89CORE11","Malignant",0.780122717056178
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G11_S83_comb","Mel79","cy79","Malignant",0.706272905846802
"cy78_CD45_neg_1_A11_S491_comb","Mel78","cy78","Malignant",0.89383752067804
"cy79_p5_CD45_neg_PDL1_pos_B09_S693_comb","Mel79","cy79","Malignant",0.783858301848935
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G06_S366_comb","Mel79","cy79","Malignant",0.774786124739908
"cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G01_S361_comb","Mel79","cy79","Malignant",0.777820145049931
"CY88_5_A05_S677_comb","Mel88","CY88","Malignant",0.652216824219464
"CY89CORE11_E12_S156_comb","Mel89","CY89CORE11","Malignant",0.721061684611221
"cy79_p5_CD45_neg_PDL1_neg_D05_S809_comb","Mel79","cy79","Malignant",0.729012506167628
"cy79_p5_CD45_neg_PDL1_neg_C04_S796_comb","Mel79","cy79","Malignant",0.866083004857469
"cy82_CD45_pos_2_E02_S530_comb","Mel82","cy82","CAF",0.146000045917966
"cy82_CD45_pos_2_G05_S557_comb","Mel82","cy82","CAF",0.295879166674402
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F10_S70_comb","Mel79","cy79","Malignant",0.530095962745384
"Cy80_II_CD45_C02_S890_comb","Mel80","Cy80","Malignant",0.571086466338336
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F02_S62_comb","Mel79","cy79","Malignant",0.65774539938275
"Cy80_II_CD45_F01_S925_comb","Mel80","Cy80","Malignant",0.683520993022933
"cy79_p4_CD45_neg_PDL1_neg_G12_S1140_comb","Mel79","cy79","Malignant",0.833694651239397
"CY88_3_B09_S597_comb","Mel88","CY88","Malignant",0.564445461950315
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E02_S50_comb","Mel79","cy79","Malignant",0.655052169966181
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C12_S132_comb","Mel79","cy79","Malignant",0.461621335482835
"CY88_5_C01_S697_comb","Mel88","CY88","Malignant",0.638714387923552
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A06_S6_comb","Mel79","cy79","Malignant",0.747130443564885
"CY89FNAQ2_D06_S426_comb","Mel89","CY89FNAQ2","Malignant",0.694125821474741
"cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B05_S113_comb","Mel79","cy79","Malignant",0.636578454610548
"Cy80_II_CD45_E01_S913_comb","Mel80","Cy80","Malignant",0.516034424659862
"CY89NEG_G08_S80_comb","Mel89","CY89NEG","Malignant",0.589522416814757
"cy53_1_CD45_neg_A12_S300_comb","Mel53","cy53","CAF",0.0529985583364518
"Cy81_FNA_CD45_B02_S302_comb","Mel81","Cy81","CAF",0.0982437730529612
"cy78_CD45_neg_2_C07_S607_comb","Mel78","cy78","Malignant",0.827965293449067
"cy60_1_cd_45_neg_1_D11_S239_comb","Mel60","cy60","Malignant",0.526898852665942
"CY88_3_E02_S626_comb","Mel88","CY88","Malignant",0.578894248748614
"CY88_3_A12_S588_comb","Mel88","CY88","Endothelial",-0.0178873883947641
"cy80_CD45_neg_F01_S925_comb","Mel80","cy80","Malignant",0.557681513996218
"cy81_Bulk_CD45_neg_G06_S174_comb","Mel81","cy81","CAF",0.0724735979953751
"cy79_p4_CD45_neg_PDL1_pos_G04_S460_comb","Mel79","cy79","Malignant",0.829504906400273
"cy79_p3_CD45_neg_PDL1_neg_B07_S211_comb","Mel79","cy79","Malignant",0.604959207151164
